phase,method,condition,seed,target_crossed,target_reached,actual_crossing_time,T_reach,final_theta_deg,final_theta_error_signed_deg,planner_success,planner_status,planner_solve_time_s,planner_iterations,planned_alpha_peak,planned_crossing_time,planner_terminal_crossing_margin_deg,planner_F_tan_margin,planner_F_rad_margin,planner_delta_r_margin,planner_omega_margin,tracker_solver_success_count,tracker_solver_failure_count,tracker_solver_failure_rate,fallback_count,fallback_rate,tracker_solve_time_mean,tracker_solve_time_max,tracking_error_mean,tracking_error_max,alpha_abs_mean,alpha_abs_p95,alpha_abs_p99,alpha_abs_max,alpha_p95_severity,alpha_p99_severity,alpha_max_severity,alpha_violation_duration_s,alpha_integrated_violation,alpha_clipped_max,raw_omega_p95,raw_omega_max,delta_r_violation_count,delta_r_violation_max,force_violation_count,force_violation_max,action_magnitude_mean,action_magnitude_max,action_total_variation,runtime_s
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,larger_target_angle,101,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.05888224999944214,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.019128018739079503,0.04717991698998958,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,1.9289599159965292
phase2_regression,baseline_cem,larger_target_angle,102,True,True,5.769999999999921,5.769999999999921,105.03408476414113,0.03408476414111345,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.924974339427655,11.622852815747754,13.041465954135415,2.71,7.448023187352255,12.653503977885407,nan,nan,0,nan,0,nan,nan,nan,0.261378458278993,96.39743912499398
phase2_regression,nmpc_base,larger_target_angle,102,True,True,2.3299999999999943,2.3299999999999943,105.00667471805053,0.006674718050526466,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,0,0.0,0,0.0,0.06438273448703768,0.1301241249893792,nan,nan,nan,nan,nan,nan,1.1179684181764944,3.128980897913621,3.3080523191887714,0.2,0.38027341214800686,3.232413182246715,nan,nan,0,nan,0,nan,nan,nan,0.07145059985870372,9.658501084006275
phase2_regression,nmpc_crossing_weighted,larger_target_angle,102,True,True,1.480000000000001,1.480000000000001,105.27062561736882,0.2706256173688172,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,0,0.0,0,0.0,0.033858729080529885,0.06276524999702815,nan,nan,nan,nan,nan,nan,0.03944365754050366,21.971100322352942,23.06191925084701,0.09,0.915227218154794,22.26223305923666,nan,nan,0,nan,0,nan,nan,nan,0.17776163030174696,2.9713925830001244
phase2_regression,oracle_planner_nmpc_tracker,larger_target_angle,102,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.060282917009317316,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.021360453405351428,0.08236808399669826,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,2.0679680419998476
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,larger_target_angle,102,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.062262459003250115,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.019398774049398992,0.04708375000336673,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,1.9559243340045214
phase2_regression,baseline_cem,larger_target_angle,103,True,True,2.9399999999999813,2.9399999999999813,105.23123390632138,0.23123390632137233,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.929639341239676,9.160465201372817,18.174457297196312,1.23,3.5959694483569535,17.476332393773465,nan,nan,0,nan,0,nan,nan,nan,0.2617245938574266,48.89910958299879
phase2_regression,nmpc_base,larger_target_angle,103,True,True,2.3299999999999943,2.3299999999999943,105.00667471805053,0.006674718050526466,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,0,0.0,0,0.0,0.07621980717951186,0.1476323330134619,nan,nan,nan,nan,nan,nan,1.1179684181764944,3.128980897913621,3.3080523191887714,0.2,0.38027341214800686,3.232413182246715,nan,nan,0,nan,0,nan,nan,nan,0.07145059985870372,10.899621042000945
phase2_regression,nmpc_crossing_weighted,larger_target_angle,103,True,True,1.480000000000001,1.480000000000001,105.27062561736882,0.2706256173688172,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,0,0.0,0,0.0,0.03526490750082303,0.06377162499120459,nan,nan,nan,nan,nan,nan,0.03944365754050366,21.971100322352942,23.06191925084701,0.09,0.915227218154794,22.26223305923666,nan,nan,0,nan,0,nan,nan,nan,0.17776163030174696,3.0638287080073496
phase2_regression,oracle_planner_nmpc_tracker,larger_target_angle,103,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.06185804099368397,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.02188524842707478,0.05378550000023097,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,2.12086262498633
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,larger_target_angle,103,True,True,1.8500000000000014,1.8500000000000014,105.04558527558802,0.045585275588009885,True,Solve_Succeeded,0.06154804100515321,14,2.9667725104261526,1.7999999999999998,0.03849411871731721,27.87985555275365,0.6064617573152178,0.04726703798853643,0.013590902031601848,185,0,0.0,0,0.0,0.022163416184028735,0.05172412500542123,0.040843997698799414,0.11668773332267424,1.3744040290984885,3.005559282546777,3.128928511977736,3.2062931510737678,0.006692191500017652,0.12892851197773605,0.20629315107376778,0.1,0.00969003264369375,0.13429312755652,1.1887983405628417,1.1911932764386735,0,0.0,0,0.0,4.043973707832892,7.154511156152508,16.593677266461896,2.127930707996711
phase2_regression,baseline_cem,parameter_mismatch_low_k,101,True,True,2.299999999999995,2.299999999999995,90.14464595424174,0.14464595452228254,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.212267437651404,5.940068822202717,6.337202478634854,0.97,2.0459169427491113,6.230038842255983,nan,nan,0,nan,0,nan,nan,nan,0.19767809240654285,38.89054224999563
phase2_regression,nmpc_base,parameter_mismatch_low_k,101,True,True,2.1799999999999975,2.1799999999999975,90.00141496793164,0.0014149682121850967,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,73,0,0.0,0,0.0,0.0722497688211287,0.13796024999464862,nan,nan,nan,nan,nan,nan,2.8048450405531686,3.1542134413020544,3.319635503995192,0.29,0.38207168627927507,3.2442463840560727,nan,nan,0,nan,0,nan,nan,nan,0.06886005403672078,9.992717582994374
phase2_regression,nmpc_crossing_weighted,parameter_mismatch_low_k,101,True,True,1.290000000000001,1.290000000000001,90.26343833792072,0.26343833820127,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,0,0.0,0,0.0,0.044603792627999926,0.1456810840027174,nan,nan,nan,nan,nan,nan,0.019786745671659643,21.9517412321238,22.924326091892603,0.07,0.9115585319838158,22.12713349766812,nan,nan,0,nan,0,nan,nan,nan,0.19047552859256842,3.1153225830057636
phase2_regression,oracle_planner_nmpc_tracker,parameter_mismatch_low_k,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05996387499908451,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.020687699138825125,0.06061333300021943,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.9312638340052217
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,parameter_mismatch_low_k,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.0583706670004176,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.019758022291065318,0.07018379100190941,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.8839034589909716
phase2_regression,baseline_cem,parameter_mismatch_low_k,102,True,True,2.339999999999994,2.339999999999994,90.17007467553549,0.17007467581604163,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.029222048160696,8.759793144153582,10.774076239378008,1.05,2.577034696157549,10.363566624294643,nan,nan,0,nan,0,nan,nan,nan,0.22602298034730148,39.43505549999827
phase2_regression,nmpc_base,parameter_mismatch_low_k,102,True,True,2.1799999999999975,2.1799999999999975,90.00141496793164,0.0014149682121850967,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,73,0,0.0,0,0.0,0.07227599824605707,0.13181483300286345,nan,nan,nan,nan,nan,nan,2.8048450405531686,3.1542134413020544,3.319635503995192,0.29,0.38207168627927507,3.2442463840560727,nan,nan,0,nan,0,nan,nan,nan,0.06886005403672078,9.927963624999393
phase2_regression,nmpc_crossing_weighted,parameter_mismatch_low_k,102,True,True,1.290000000000001,1.290000000000001,90.26343833792072,0.26343833820127,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,0,0.0,0,0.0,0.03766745732498875,0.06172958300157916,nan,nan,nan,nan,nan,nan,0.019786745671659643,21.9517412321238,22.924326091892603,0.07,0.9115585319838158,22.12713349766812,nan,nan,0,nan,0,nan,nan,nan,0.19047552859256842,2.815552124986425
phase2_regression,oracle_planner_nmpc_tracker,parameter_mismatch_low_k,102,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05918516700330656,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.02038378317576094,0.0656521250057267,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.9172200839966536
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,parameter_mismatch_low_k,102,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.06861329199455213,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.024693692354387252,0.12389470799826086,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,2.1565457910037367
phase2_regression,baseline_cem,parameter_mismatch_low_k,103,True,True,1.5400000000000011,1.5400000000000011,90.14888253739268,0.14888253767323706,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.031578814792706,7.93504301155776,8.077141190977512,0.9500000000000001,2.3656772680742653,7.973681782522803,nan,nan,0,nan,0,nan,nan,nan,0.29124709152335326,26.174532292003278
phase2_regression,nmpc_base,parameter_mismatch_low_k,103,True,True,2.1799999999999975,2.1799999999999975,90.00141496793164,0.0014149682121850967,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,73,0,0.0,0,0.0,0.0741403025077825,0.157070625005872,nan,nan,nan,nan,nan,nan,2.8048450405531686,3.1542134413020544,3.319635503995192,0.29,0.38207168627927507,3.2442463840560727,nan,nan,0,nan,0,nan,nan,nan,0.06886005403672078,10.324319416991784
phase2_regression,nmpc_crossing_weighted,parameter_mismatch_low_k,103,True,True,1.290000000000001,1.290000000000001,90.26343833792072,0.26343833820127,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,0,0.0,0,0.0,0.035520800372767045,0.062919583011535,nan,nan,nan,nan,nan,nan,0.019786745671659643,21.9517412321238,22.924326091892603,0.07,0.9115585319838158,22.12713349766812,nan,nan,0,nan,0,nan,nan,nan,0.19047552859256842,2.7106957089999923
phase2_regression,oracle_planner_nmpc_tracker,parameter_mismatch_low_k,103,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.0654355839942582,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.020187325111396075,0.0689402909920318,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.895318374998169
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,parameter_mismatch_low_k,103,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.0580539590009721,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.017576166872374396,0.04702387499855831,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7530362920078915
phase2_regression,baseline_cem,parameter_mismatch_high_k,101,False,False,nan,nan,89.92522171782198,-0.07477828189746757,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.942987546153517,4.492921225287539,8.131979516647114,0.98,1.9477467561494792,8.001827038247388,nan,nan,0,nan,0,nan,nan,nan,0.05182287480066774,139.75413837499218
phase2_regression,nmpc_base,parameter_mismatch_high_k,101,True,True,2.0899999999999994,2.0899999999999994,90.0956248923316,0.09562489261214335,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,70,0,0.0,0,0.0,0.07670229882870834,0.2826506249984959,nan,nan,nan,nan,nan,nan,2.832205172406718,3.115651919065673,3.2773146368200745,0.27,0.3731872702454966,3.2010205502017186,nan,nan,0,nan,0,nan,nan,nan,0.07207020872719079,9.710777792002773
phase2_regression,nmpc_crossing_weighted,parameter_mismatch_high_k,101,True,True,1.280000000000001,1.280000000000001,90.22574386629526,0.2257438665758091,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,0,0.0,0,0.0,0.04036038462850969,0.14479766599833965,nan,nan,nan,nan,nan,nan,0.11148565651612417,22.068851466788903,23.038063499730818,0.09,0.9150253125303196,22.23862696736478,nan,nan,0,nan,0,nan,nan,nan,0.19251558116665535,2.807866291987011
phase2_regression,oracle_planner_nmpc_tracker,parameter_mismatch_high_k,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.0568689589999849,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.017530857441458866,0.04537341700051911,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7665996669966262
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,parameter_mismatch_high_k,101,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.058160708998912014,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.022672900360407238,0.12448737499653362,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,2.047575374992448
phase2_regression,baseline_cem,parameter_mismatch_high_k,102,True,True,2.239999999999996,2.239999999999996,90.10388574112129,0.10388574140183711,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.703054647604596,9.039938147717734,10.773294144269904,1.03,2.6399811175356023,10.35287031502406,nan,nan,0,nan,0,nan,nan,nan,0.2426078574579094,38.35457070899429
phase2_regression,nmpc_base,parameter_mismatch_high_k,102,True,True,2.0899999999999994,2.0899999999999994,90.0956248923316,0.09562489261214335,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,70,0,0.0,0,0.0,0.08382174818606082,0.24804054200649261,nan,nan,nan,nan,nan,nan,2.832205172406718,3.115651919065673,3.2773146368200745,0.27,0.3731872702454966,3.2010205502017186,nan,nan,0,nan,0,nan,nan,nan,0.07207020872719079,10.309122457998456
phase2_regression,nmpc_crossing_weighted,parameter_mismatch_high_k,102,True,True,1.280000000000001,1.280000000000001,90.22574386629526,0.2257438665758091,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,0,0.0,0,0.0,0.04195181300070375,0.13918612500128802,nan,nan,nan,nan,nan,nan,0.11148565651612417,22.068851466788903,23.038063499730818,0.09,0.9150253125303196,22.23862696736478,nan,nan,0,nan,0,nan,nan,nan,0.19251558116665535,2.8793794170051115
phase2_regression,oracle_planner_nmpc_tracker,parameter_mismatch_high_k,102,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.08364100000471808,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.02004925440015477,0.1330255000066245,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.9247443749918602
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,parameter_mismatch_high_k,102,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05819937500928063,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.02227493266205826,0.1352727499906905,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,2.0414752919896273
phase2_regression,baseline_cem,parameter_mismatch_high_k,103,True,True,1.350000000000001,1.350000000000001,90.19398679490192,0.1939867951824717,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.298500759906657,7.615932649763304,7.729912632043925,0.79,2.1751825404307823,7.638152710288651,nan,nan,0,nan,0,nan,nan,nan,0.28376708399236,22.825022000004537
phase2_regression,nmpc_base,parameter_mismatch_high_k,103,True,True,2.0899999999999994,2.0899999999999994,90.0956248923316,0.09562489261214335,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,70,0,0.0,0,0.0,0.07484100121385251,0.3039332089974778,nan,nan,nan,nan,nan,nan,2.832205172406718,3.115651919065673,3.2773146368200745,0.27,0.3731872702454966,3.2010205502017186,nan,nan,0,nan,0,nan,nan,nan,0.07207020872719079,9.361048042002949
phase2_regression,nmpc_crossing_weighted,parameter_mismatch_high_k,103,True,True,1.280000000000001,1.280000000000001,90.22574386629526,0.2257438665758091,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,43,0,0.0,0,0.0,0.04861269381200505,0.15664950000063982,nan,nan,nan,nan,nan,nan,0.11148565651612417,22.068851466788903,23.038063499730818,0.09,0.9150253125303196,22.23862696736478,nan,nan,0,nan,0,nan,nan,nan,0.19251558116665535,3.1689730000070995
phase2_regression,oracle_planner_nmpc_tracker,parameter_mismatch_high_k,103,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05718937498750165,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.017238966057680785,0.05126416699204128,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7360761250020005
phase2_regression,oracle_planner_nmpc_tracker_with_cem_fallback,parameter_mismatch_high_k,103,True,True,1.7200000000000013,1.7200000000000013,90.04586730869896,0.045867308979516686,True,Solve_Succeeded,0.05546787500497885,13,2.941564423690245,1.7999999999999998,0.477862262410852,27.89111292840151,0.6069202842606982,0.046928487726560775,0.02595656692330972,172,0,0.0,0,0.0,0.01759812497149078,0.05272420799883548,0.03322408960712058,0.0869990016718955,1.3125291434018302,2.879701164892937,2.9601789521987456,3.1789462217011697,0.0,0.004908724643931619,0.1789462217011697,0.02,0.0019647738114378253,0.017531159442612854,1.1742037787842825,1.177777689434928,0,0.0,0,0.0,4.123749979232533,7.146296487205803,14.63701050319243,1.7642749579972588
